cod_ibge;tiposeade;estadual;federal;municipal;particular;total_geral
3513702;Vigilancia_Saude;0;0;1;0;1
3513801;Clinica;1;0;1;56;58
3513801;Consultorio_Isolado;1;0;0;91;92
3513801;Diagnose e Terapia;0;0;0;18;18
3513801;Hospital;1;0;3;2;6
3513801;Outros;0;0;5;0;5
3513801;Pronto Atendimento;0;0;3;3;6
3513801;Unidade_Basica_Saude;0;0;20;0;20
3513801;Unidade_Saude_Mental;0;0;5;0;5
3513801;Unidade_Movel;0;0;26;0;26
3513801;Vigilancia_Saude;0;0;2;0;2
3513850;Clinica;0;0;0;0;0
3513850;Consultorio_Isolado;0;0;0;0;0
3513850;Diagnose e Terapia;0;0;0;0;0
3513850;Hospital;0;0;0;0;0
3513850;Outros;0;0;2;0;2
3513850;Pronto Atendimento;0;0;0;0;0
3513850;Unidade_Basica_Saude;0;0;1;0;1
3513850;Unidade_Saude_Mental;0;0;0;0;0
3513850;Unidade_Movel;0;0;0;0;0
3513850;Vigilancia_Saude;0;0;0;0;0
3513900;Clinica;0;0;0;7;7
3513900;Consultorio_Isolado;0;0;0;15;15
3513900;Diagnose e Terapia;0;0;0;1;1
3513900;Hospital;0;0;0;1;1
3513900;Outros;0;0;1;2;3
3513900;Pronto Atendimento;0;0;0;0;0
3513900;Unidade_Basica_Saude;0;0;8;0;8
3513900;Unidade_Saude_Mental;0;0;0;0;0
3513900;Unidade_Movel;0;0;1;1;2
3513900;Vigilancia_Saude;0;0;0;0;0
3514007;Clinica;0;0;0;0;0
3514007;Consultorio_Isolado;0;0;0;3;3
3514007;Diagnose e Terapia;0;0;0;3;3
3514007;Hospital;0;0;0;0;0
3514007;Outros;0;0;1;3;4
3514007;Pronto Atendimento;0;0;0;0;0
3514007;Unidade_Basica_Saude;0;0;1;0;1
3514007;Unidade_Saude_Mental;0;0;0;0;0
3514007;Unidade_Movel;0;0;0;0;0
3514007;Vigilancia_Saude;0;0;0;0;0
3514106;Clinica;0;0;1;6;7
3514106;Consultorio_Isolado;0;0;1;42;43
3514106;Diagnose e Terapia;0;0;0;5;5
3514106;Hospital;0;0;0;1;1
3514106;Outros;0;0;3;0;3
3514106;Pronto Atendimento;0;0;0;0;0
3514106;Unidade_Basica_Saude;0;0;5;0;5
3514106;Unidade_Saude_Mental;0;0;1;0;1
3514106;Unidade_Movel;0;0;0;0;0
3514106;Vigilancia_Saude;0;0;0;0;0
3514205;Clinica;0;0;0;0;0
3514205;Consultorio_Isolado;0;0;0;1;1
3514205;Diagnose e Terapia;0;0;0;0;0
3514205;Hospital;0;0;0;0;0
3514205;Outros;0;0;1;0;1
3514205;Pronto Atendimento;0;0;0;0;0
3514205;Unidade_Basica_Saude;0;0;2;0;2
3514205;Unidade_Saude_Mental;0;0;0;0;0
3514205;Unidade_Movel;0;0;0;0;0
3514205;Vigilancia_Saude;0;0;0;0;0
3514304;Clinica;0;0;0;3;3
3514304;Consultorio_Isolado;0;0;0;8;8
3514304;Diagnose e Terapia;0;0;0;1;1
3514304;Hospital;0;0;1;1;2
3514304;Outros;0;0;2;0;2
3514304;Pronto Atendimento;0;0;1;0;1
3514304;Unidade_Basica_Saude;0;0;3;0;3
3514304;Unidade_Saude_Mental;0;0;0;0;0
3514304;Unidade_Movel;0;0;0;0;0
3514304;Vigilancia_Saude;0;0;0;0;0
3514403;Clinica;1;0;2;14;17
3514403;Consultorio_Isolado;0;0;1;235;236
3514403;Diagnose e Terapia;0;1;3;7;11
3514403;Hospital;0;0;0;1;1
3514403;Outros;0;0;1;2;3
3514403;Pronto Atendimento;0;0;2;1;3
3514403;Unidade_Basica_Saude;1;0;11;1;13
3514403;Unidade_Saude_Mental;0;0;1;0;1
3514403;Unidade_Movel;0;0;0;0;0
3514403;Vigilancia_Saude;0;0;1;0;1
3514502;Clinica;0;0;0;1;1
3514502;Consultorio_Isolado;0;0;0;40;40
3514502;Diagnose e Terapia;0;0;0;6;6
3514502;Hospital;0;0;0;1;1
3514502;Outros;0;0;1;0;1
3514502;Pronto Atendimento;0;0;0;0;0
3514502;Unidade_Basica_Saude;0;0;6;0;6
3514502;Unidade_Saude_Mental;0;0;1;0;1
3514502;Unidade_Movel;0;0;3;0;3
3514502;Vigilancia_Saude;0;0;0;0;0
3514601;Clinica;0;0;0;0;0
3514601;Consultorio_Isolado;0;0;0;0;0
3514601;Diagnose e Terapia;0;0;0;0;0
3514601;Hospital;0;0;0;0;0
3514601;Outros;0;0;2;0;2
3514601;Pronto Atendimento;0;0;0;0;0
3514601;Unidade_Basica_Saude;0;0;2;0;2
3514601;Unidade_Saude_Mental;0;0;0;0;0
3514601;Unidade_Movel;0;0;1;0;1
3514601;Vigilancia_Saude;0;0;0;0;0
3514700;Clinica;0;0;0;0;0
3514700;Consultorio_Isolado;0;0;0;1;1
3514700;Diagnose e Terapia;0;0;0;1;1
3514700;Hospital;0;0;0;0;0
3514700;Outros;0;0;2;0;2
3514700;Pronto Atendimento;0;0;1;0;1
3514700;Unidade_Basica_Saude;0;0;2;0;2
3514700;Unidade_Saude_Mental;0;0;0;0;0
3514700;Unidade_Movel;0;0;0;0;0
3514700;Vigilancia_Saude;0;0;0;0;0
3514809;Clinica;0;0;1;2;3
3514809;Consultorio_Isolado;0;0;0;1;1
3514809;Diagnose e Terapia;0;0;0;0;0
3514809;Hospital;0;0;0;0;0
3514809;Outros;0;0;3;0;3
3514809;Pronto Atendimento;0;0;1;0;1
3514809;Unidade_Basica_Saude;0;0;10;0;10
3514809;Unidade_Saude_Mental;0;0;1;0;1
3514809;Unidade_Movel;0;0;0;0;0
3514809;Vigilancia_Saude;0;0;0;0;0
3514908;Clinica;0;0;1;1;2
3514908;Consultorio_Isolado;0;0;0;3;3
3514908;Diagnose e Terapia;0;0;0;2;2
3514908;Hospital;0;0;0;0;0
3514908;Outros;0;0;1;0;1
3514908;Pronto Atendimento;0;0;0;0;0
3514908;Unidade_Basica_Saude;0;0;5;0;5
3514908;Unidade_Saude_Mental;0;0;1;0;1
3514908;Unidade_Movel;0;0;0;0;0
3514908;Vigilancia_Saude;0;0;0;0;0
3514924;Clinica;0;0;0;0;0
3514924;Consultorio_Isolado;0;0;0;1;1
3514924;Diagnose e Terapia;0;0;0;0;0
3514924;Hospital;0;0;0;0;0
3514924;Outros;0;0;1;0;1
3514924;Pronto Atendimento;0;0;0;0;0
3514924;Unidade_Basica_Saude;0;0;1;0;1
3514924;Unidade_Saude_Mental;0;0;0;0;0
3514924;Unidade_Movel;0;0;1;0;1
3514924;Vigilancia_Saude;0;0;0;0;0
3514957;Clinica;0;0;0;0;0
3514957;Consultorio_Isolado;0;0;0;0;0
3514957;Diagnose e Terapia;0;0;0;1;1
3514957;Hospital;0;0;0;0;0
3514957;Outros;0;0;1;0;1
3514957;Pronto Atendimento;0;0;0;0;0
3514957;Unidade_Basica_Saude;0;0;1;0;1
3514957;Unidade_Saude_Mental;0;0;0;0;0
3514957;Unidade_Movel;0;0;0;0;0
3514957;Vigilancia_Saude;0;0;0;0;0
3515004;Clinica;0;0;5;8;13
3515004;Consultorio_Isolado;0;0;0;85;85
3515004;Diagnose e Terapia;0;0;0;1;1
3515004;Hospital;0;0;4;2;6
3515004;Outros;0;0;4;0;4
3515004;Pronto Atendimento;0;0;1;0;1
3515004;Unidade_Basica_Saude;0;0;18;0;18
3515004;Unidade_Saude_Mental;0;0;3;0;3
3515004;Unidade_Movel;0;0;4;0;4
3515004;Vigilancia_Saude;0;0;2;0;2
3515103;Clinica;0;0;1;8;9
3515103;Consultorio_Isolado;0;0;1;8;9
3515103;Diagnose e Terapia;0;0;0;2;2
3515103;Hospital;0;0;0;0;0
3515103;Outros;0;0;4;3;7
3515103;Pronto Atendimento;0;0;1;0;1
3515103;Unidade_Basica_Saude;0;0;13;0;13
3515103;Unidade_Saude_Mental;0;0;1;0;1
3515103;Unidade_Movel;0;0;2;0;2
3515103;Vigilancia_Saude;0;0;1;0;1
3515129;Clinica;0;0;0;0;0
3515129;Consultorio_Isolado;0;0;0;1;1
3515129;Diagnose e Terapia;0;0;0;0;0
3515129;Hospital;0;0;0;0;0
3515129;Outros;0;0;1;0;1
3515129;Pronto Atendimento;0;0;0;0;0
3515129;Unidade_Basica_Saude;0;0;1;0;1
3515129;Unidade_Saude_Mental;0;0;0;0;0
3515129;Unidade_Movel;0;0;0;0;0
3515129;Vigilancia_Saude;0;0;0;0;0
3515152;Clinica;0;0;2;5;7
3515152;Consultorio_Isolado;0;0;0;15;15
3515152;Diagnose e Terapia;0;0;1;1;2
3515152;Hospital;0;0;0;0;0
3515152;Outros;0;0;4;1;5
3515152;Pronto Atendimento;0;0;1;0;1
3515152;Unidade_Basica_Saude;0;0;5;0;5
3515152;Unidade_Saude_Mental;0;0;1;0;1
3515152;Unidade_Movel;0;0;0;0;0
3515152;Vigilancia_Saude;0;0;0;0;0
3515186;Clinica;0;0;0;23;23
3515186;Consultorio_Isolado;0;0;0;138;138
3515186;Diagnose e Terapia;0;0;2;5;7
3515186;Hospital;0;0;0;3;3
3515186;Outros;0;0;3;0;3
3515186;Pronto Atendimento;0;0;0;0;0
3515186;Unidade_Basica_Saude;0;0;7;0;7
3515186;Unidade_Saude_Mental;0;0;2;0;2
3515186;Unidade_Movel;0;0;1;0;1
3515186;Vigilancia_Saude;0;0;2;0;2
3515194;Clinica;0;0;0;0;0
3515194;Consultorio_Isolado;0;0;0;0;0
3515194;Diagnose e Terapia;0;0;1;1;2
3515194;Hospital;0;0;0;0;0
3515194;Outros;0;0;1;0;1
3515194;Pronto Atendimento;0;0;0;0;0
3515194;Unidade_Basica_Saude;0;0;2;0;2
3515194;Unidade_Saude_Mental;0;0;0;0;0
3515194;Unidade_Movel;0;0;0;0;0
3515194;Vigilancia_Saude;0;0;0;0;0
3515202;Clinica;0;0;0;4;4
3515202;Consultorio_Isolado;0;0;0;22;22
3515202;Diagnose e Terapia;0;0;0;1;1
3515202;Hospital;0;0;0;1;1
3515202;Outros;0;0;2;0;2
3515202;Pronto Atendimento;0;0;0;0;0
3515202;Unidade_Basica_Saude;0;0;3;0;3
3515202;Unidade_Saude_Mental;0;0;0;0;0
3515202;Unidade_Movel;0;0;1;0;1
3515202;Vigilancia_Saude;0;0;0;0;0
3515301;Clinica;0;0;0;0;0
3515301;Consultorio_Isolado;0;0;0;0;0
3515301;Diagnose e Terapia;0;0;0;0;0
3515301;Hospital;0;0;0;0;0
3515301;Outros;0;0;1;0;1
3515301;Pronto Atendimento;0;0;0;0;0
3515301;Unidade_Basica_Saude;0;0;1;0;1
3515301;Unidade_Saude_Mental;0;0;0;0;0
3515301;Unidade_Movel;0;0;0;0;0
3515301;Vigilancia_Saude;0;0;0;0;0
3515350;Clinica;0;0;1;1;2
3515350;Consultorio_Isolado;0;0;0;3;3
3515350;Diagnose e Terapia;0;0;0;1;1
3515350;Hospital;0;0;0;0;0
3515350;Outros;0;0;2;0;2
3515350;Pronto Atendimento;0;0;0;0;0
3515350;Unidade_Basica_Saude;0;0;5;0;5
3515350;Unidade_Saude_Mental;0;0;0;0;0
3515350;Unidade_Movel;0;0;1;0;1
3515350;Vigilancia_Saude;0;0;1;0;1
3515400;Clinica;0;0;0;3;3
3515400;Consultorio_Isolado;0;0;1;25;26
3515400;Diagnose e Terapia;0;0;0;5;5
3515400;Hospital;0;0;0;1;1
3515400;Outros;0;0;1;1;2
3515400;Pronto Atendimento;0;0;0;0;0
3515400;Unidade_Basica_Saude;0;0;4;0;4
3515400;Unidade_Saude_Mental;0;0;0;0;0
3515400;Unidade_Movel;0;0;1;0;1
3515400;Vigilancia_Saude;0;0;2;0;2
3515509;Clinica;2;0;8;184;194
3515509;Consultorio_Isolado;0;0;0;271;271
3515509;Diagnose e Terapia;0;0;1;28;29
3515509;Hospital;0;0;0;3;3
3515509;Outros;0;0;6;24;30
3515509;Pronto Atendimento;0;0;1;0;1
3515509;Unidade_Basica_Saude;0;0;22;0;22
3515509;Unidade_Saude_Mental;0;0;2;0;2
3515509;Unidade_Movel;0;0;5;0;5
3515509;Vigilancia_Saude;0;0;3;0;3
3515608;Clinica;0;0;2;1;3
3515608;Consultorio_Isolado;0;0;0;4;4
3515608;Diagnose e Terapia;0;0;0;2;2
3515608;Hospital;0;0;0;0;0
3515608;Outros;0;0;1;0;1
3515608;Pronto Atendimento;0;0;1;0;1
3515608;Unidade_Basica_Saude;0;0;2;0;2
3515608;Unidade_Saude_Mental;0;0;0;0;0
3515608;Unidade_Movel;0;0;0;0;0
3515608;Vigilancia_Saude;0;0;0;0;0
3515657;Clinica;0;0;0;0;0
3515657;Consultorio_Isolado;0;0;0;0;0
3515657;Diagnose e Terapia;0;0;0;0;0
3515657;Hospital;0;0;0;0;0
3515657;Outros;0;0;2;0;2
3515657;Pronto Atendimento;0;0;0;0;0
3515657;Unidade_Basica_Saude;0;0;1;0;1
3515657;Unidade_Saude_Mental;0;0;0;0;0
3515657;Unidade_Movel;0;0;0;0;0
3515657;Vigilancia_Saude;0;0;0;0;0
3515707;Clinica;0;0;11;6;17
3515707;Consultorio_Isolado;0;0;1;18;19
3515707;Diagnose e Terapia;0;0;0;8;8
3515707;Hospital;1;0;1;0;2
3515707;Outros;0;0;5;0;5
3515707;Pronto Atendimento;0;0;0;0;0
3515707;Unidade_Basica_Saude;0;0;13;0;13
3515707;Unidade_Saude_Mental;0;0;1;0;1
3515707;Unidade_Movel;0;0;8;0;8
3515707;Vigilancia_Saude;0;0;2;0;2
3515806;Clinica;0;0;1;0;1
3515806;Consultorio_Isolado;0;0;0;0;0
3515806;Diagnose e Terapia;0;0;0;0;0
3515806;Hospital;0;0;0;0;0
3515806;Outros;0;0;2;0;2
3515806;Pronto Atendimento;0;0;0;0;0
3515806;Unidade_Basica_Saude;0;0;1;0;1
3515806;Unidade_Saude_Mental;0;0;0;0;0
3515806;Unidade_Movel;0;0;0;0;0
3515806;Vigilancia_Saude;0;0;0;0;0
3515905;Clinica;0;0;1;0;1
3515905;Consultorio_Isolado;0;0;0;1;1
3515905;Diagnose e Terapia;0;0;0;1;1
3515905;Hospital;0;0;0;0;0
3515905;Outros;0;0;1;0;1
3515905;Pronto Atendimento;0;0;0;0;0
3515905;Unidade_Basica_Saude;0;0;2;0;2
3515905;Unidade_Saude_Mental;0;0;0;0;0
3515905;Unidade_Movel;0;0;0;0;0
3515905;Vigilancia_Saude;0;0;0;0;0
3516002;Clinica;0;0;0;0;0
3516002;Consultorio_Isolado;0;0;0;4;4
3516002;Diagnose e Terapia;0;0;1;2;3
3516002;Hospital;0;0;0;1;1
3516002;Outros;0;0;2;0;2
3516002;Pronto Atendimento;0;0;0;0;0
3516002;Unidade_Basica_Saude;1;0;5;0;6
3516002;Unidade_Saude_Mental;0;0;1;0;1
3516002;Unidade_Movel;0;0;0;0;0
3516002;Vigilancia_Saude;0;0;0;0;0
3516101;Clinica;0;0;0;0;0
3516101;Consultorio_Isolado;0;0;0;0;0
3516101;Diagnose e Terapia;0;0;1;0;1
3516101;Hospital;0;0;0;0;0
3516101;Outros;0;0;3;0;3
3516101;Pronto Atendimento;0;0;0;0;0
3516101;Unidade_Basica_Saude;1;0;2;0;3
3516101;Unidade_Saude_Mental;0;0;0;0;0
3516101;Unidade_Movel;0;0;0;0;0
3516101;Vigilancia_Saude;0;0;0;0;0
3516200;Clinica;1;0;8;86;95
3516200;Consultorio_Isolado;2;0;5;830;837
3516200;Diagnose e Terapia;0;0;2;32;34
3516200;Hospital;1;0;0;5;6
3516200;Outros;4;0;8;4;16
3516200;Pronto Atendimento;0;0;4;0;4
3516200;Unidade_Basica_Saude;1;0;22;0;23
3516200;Unidade_Saude_Mental;0;0;4;0;4
3516200;Unidade_Movel;1;0;4;2;7
3516200;Vigilancia_Saude;0;0;5;0;5
3516309;Clinica;0;0;5;8;13
3516309;Consultorio_Isolado;0;0;0;42;42
3516309;Diagnose e Terapia;0;0;1;4;5
3516309;Hospital;1;0;0;1;2
3516309;Outros;0;0;3;2;5
3516309;Pronto Atendimento;0;0;1;0;1
3516309;Unidade_Basica_Saude;0;0;12;0;12
3516309;Unidade_Saude_Mental;0;0;3;0;3
3516309;Unidade_Movel;0;0;1;0;1
3516309;Vigilancia_Saude;0;0;1;0;1
3516408;Clinica;2;0;6;10;18
3516408;Consultorio_Isolado;1;0;2;47;50
3516408;Diagnose e Terapia;0;0;0;11;11
3516408;Hospital;3;0;1;1;5
3516408;Outros;2;0;12;0;14
3516408;Pronto Atendimento;0;0;2;0;2
3516408;Unidade_Basica_Saude;7;0;15;0;22
3516408;Unidade_Saude_Mental;0;0;3;0;3
3516408;Unidade_Movel;0;0;0;0;0
3516408;Vigilancia_Saude;1;0;4;0;5
3516507;Clinica;0;0;0;0;0
3516507;Consultorio_Isolado;0;0;0;0;0
3516507;Diagnose e Terapia;0;0;0;0;0
3516507;Hospital;0;0;0;0;0
3516507;Outros;0;0;1;1;2
3516507;Pronto Atendimento;0;0;0;0;0
3516507;Unidade_Basica_Saude;0;0;1;0;1
3516507;Unidade_Saude_Mental;0;0;0;0;0
3516507;Unidade_Movel;0;0;0;0;0
3516507;Vigilancia_Saude;0;0;0;0;0
3516606;Clinica;0;0;0;2;2
3516606;Consultorio_Isolado;0;0;0;6;6
3516606;Diagnose e Terapia;0;0;0;1;1
3516606;Hospital;0;0;0;1;1
3516606;Outros;0;0;2;0;2
3516606;Pronto Atendimento;0;0;0;0;0
3516606;Unidade_Basica_Saude;0;0;2;0;2
3516606;Unidade_Saude_Mental;0;0;0;0;0
3516606;Unidade_Movel;0;0;0;0;0
3516606;Vigilancia_Saude;0;0;0;0;0
3516705;Clinica;0;0;4;9;13
3516705;Consultorio_Isolado;0;0;0;48;48
3516705;Diagnose e Terapia;0;0;0;2;2
3516705;Hospital;0;0;0;5;5
3516705;Outros;0;0;5;0;5
3516705;Pronto Atendimento;0;0;1;0;1
3516705;Unidade_Basica_Saude;0;0;13;0;13
3516705;Unidade_Saude_Mental;0;0;2;0;2
3516705;Unidade_Movel;0;0;1;0;1
3516705;Vigilancia_Saude;0;0;1;0;1
3516804;Clinica;0;0;0;0;0
3516804;Consultorio_Isolado;0;0;0;0;0
3516804;Diagnose e Terapia;0;0;0;0;0
3516804;Hospital;0;0;0;0;0
3516804;Outros;0;0;1;0;1
3516804;Pronto Atendimento;0;0;0;0;0
3516804;Unidade_Basica_Saude;0;0;1;0;1
3516804;Unidade_Saude_Mental;0;0;0;0;0
3516804;Unidade_Movel;0;0;0;0;0
3516804;Vigilancia_Saude;0;0;0;0;0
3516853;Clinica;0;0;0;0;0
3516853;Consultorio_Isolado;0;0;0;3;3
3516853;Diagnose e Terapia;0;0;0;0;0
3516853;Hospital;0;0;0;0;0
3516853;Outros;0;0;1;0;1
3516853;Pronto Atendimento;0;0;1;0;1
3516853;Unidade_Basica_Saude;0;0;3;0;3
3516853;Unidade_Saude_Mental;0;0;0;0;0
3516853;Unidade_Movel;0;0;0;0;0
3516853;Vigilancia_Saude;0;0;0;0;0
3516903;Clinica;0;0;1;2;3
3516903;Consultorio_Isolado;0;0;0;9;9
3516903;Diagnose e Terapia;0;0;1;3;4
3516903;Hospital;0;0;0;1;1
3516903;Outros;0;0;2;0;2
3516903;Pronto Atendimento;0;0;0;0;0
3516903;Unidade_Basica_Saude;0;0;5;0;5
3516903;Unidade_Saude_Mental;0;0;0;0;0
3516903;Unidade_Movel;0;0;0;0;0
3516903;Vigilancia_Saude;0;0;1;0;1
3517000;Clinica;0;0;0;0;0
3517000;Consultorio_Isolado;0;0;0;14;14
3517000;Diagnose e Terapia;0;0;0;0;0
3517000;Hospital;0;0;0;1;1
3517000;Outros;0;0;2;0;2
3517000;Pronto Atendimento;0;0;0;0;0
3517000;Unidade_Basica_Saude;1;0;4;0;5
3517000;Unidade_Saude_Mental;0;0;0;0;0
3517000;Unidade_Movel;0;0;0;0;0
3517000;Vigilancia_Saude;0;0;0;0;0
3517109;Clinica;0;0;1;0;1
3517109;Consultorio_Isolado;0;0;0;1;1
3517109;Diagnose e Terapia;0;0;0;0;0
3517109;Hospital;0;0;0;0;0
3517109;Outros;0;0;1;0;1
3517109;Pronto Atendimento;0;0;0;0;0
3517109;Unidade_Basica_Saude;0;0;2;0;2
3517109;Unidade_Saude_Mental;0;0;0;0;0
3517109;Unidade_Movel;0;0;0;0;0
3517109;Vigilancia_Saude;0;0;0;0;0
3517208;Clinica;0;0;1;1;2
3517208;Consultorio_Isolado;0;0;0;8;8
3517208;Diagnose e Terapia;0;0;0;2;2
3517208;Hospital;0;0;0;0;0
3517208;Outros;0;0;1;0;1
3517208;Pronto Atendimento;0;0;0;0;0
3517208;Unidade_Basica_Saude;0;0;5;0;5
3517208;Unidade_Saude_Mental;0;0;0;0;0
3517208;Unidade_Movel;0;0;0;0;0
3517208;Vigilancia_Saude;0;0;0;0;0
3517307;Clinica;0;0;0;0;0
3517307;Consultorio_Isolado;0;0;0;3;3
3517307;Diagnose e Terapia;0;0;0;0;0
3517307;Hospital;0;0;0;0;0
3517307;Outros;0;0;3;0;3
3517307;Pronto Atendimento;0;0;1;0;1
3517307;Unidade_Basica_Saude;0;0;2;0;2
3517307;Unidade_Saude_Mental;0;0;0;0;0
3517307;Unidade_Movel;0;0;0;0;0
3517307;Vigilancia_Saude;0;0;0;0;0
3517406;Clinica;0;0;2;8;10
3517406;Consultorio_Isolado;0;0;0;73;73
3517406;Diagnose e Terapia;0;0;1;6;7
3517406;Hospital;0;0;0;1;1
3517406;Outros;0;0;3;1;4
3517406;Pronto Atendimento;0;0;1;0;1
3517406;Unidade_Basica_Saude;0;0;9;0;9
3517406;Unidade_Saude_Mental;0;0;1;0;1
3517406;Unidade_Movel;0;0;1;0;1
3517406;Vigilancia_Saude;0;0;1;0;1
3517505;Clinica;0;0;0;5;5
3517505;Consultorio_Isolado;0;0;2;9;11
3517505;Diagnose e Terapia;0;0;0;2;2
3517505;Hospital;0;0;0;0;0
3517505;Outros;0;0;2;1;3
3517505;Pronto Atendimento;0;0;1;0;1
3517505;Unidade_Basica_Saude;0;0;9;0;9
3517505;Unidade_Saude_Mental;0;0;1;0;1
3517505;Unidade_Movel;0;0;0;0;0
3517505;Vigilancia_Saude;0;0;1;0;1
3517604;Clinica;0;0;1;1;2
3517604;Consultorio_Isolado;0;0;0;1;1
3517604;Diagnose e Terapia;0;0;1;2;3
3517604;Hospital;0;0;1;0;1
3517604;Outros;0;0;4;1;5
3517604;Pronto Atendimento;0;0;0;0;0
3517604;Unidade_Basica_Saude;0;0;7;0;7
3517604;Unidade_Saude_Mental;0;0;1;0;1
3517604;Unidade_Movel;0;0;1;0;1
3517604;Vigilancia_Saude;0;0;0;0;0
3517703;Clinica;0;0;4;2;6
3517703;Consultorio_Isolado;0;0;0;41;41
3517703;Diagnose e Terapia;0;0;0;2;2
3517703;Hospital;0;0;0;1;1
3517703;Outros;0;0;4;0;4
3517703;Pronto Atendimento;0;0;0;0;0
3517703;Unidade_Basica_Saude;0;0;7;0;7
3517703;Unidade_Saude_Mental;0;0;1;0;1
3517703;Unidade_Movel;0;0;1;0;1
3517703;Vigilancia_Saude;0;0;1;0;1
3517802;Clinica;0;0;0;0;0
3517802;Consultorio_Isolado;0;0;0;10;10
3517802;Diagnose e Terapia;0;0;0;1;1
3517802;Hospital;0;0;0;1;1
3517802;Outros;0;0;2;0;2
3517802;Pronto Atendimento;0;0;0;0;0
3517802;Unidade_Basica_Saude;0;0;4;0;4
3517802;Unidade_Saude_Mental;0;0;0;0;0
3517802;Unidade_Movel;0;0;0;0;0
3517802;Vigilancia_Saude;0;0;1;0;1
3517901;Clinica;0;0;2;0;2
3517901;Consultorio_Isolado;0;0;0;8;8
3517901;Diagnose e Terapia;0;0;1;2;3
3517901;Hospital;0;0;0;0;0
3517901;Outros;0;0;1;2;3
3517901;Pronto Atendimento;0;0;1;0;1
3517901;Unidade_Basica_Saude;0;0;4;0;4
3517901;Unidade_Saude_Mental;0;0;0;0;0
3517901;Unidade_Movel;0;0;1;0;1
3517901;Vigilancia_Saude;0;0;1;0;1
3518008;Clinica;0;0;0;0;0
3518008;Consultorio_Isolado;0;0;0;1;1
3518008;Diagnose e Terapia;0;0;0;0;0
3518008;Hospital;0;0;0;0;0
3518008;Outros;0;0;1;0;1
3518008;Pronto Atendimento;0;0;0;0;0
3518008;Unidade_Basica_Saude;0;0;1;0;1
3518008;Unidade_Saude_Mental;0;0;0;0;0
3518008;Unidade_Movel;0;0;0;0;0
3518008;Vigilancia_Saude;0;0;1;0;1
3518107;Clinica;0;0;0;0;0
3518107;Consultorio_Isolado;0;0;0;0;0
3518107;Diagnose e Terapia;0;0;0;0;0
3518107;Hospital;0;0;0;0;0
3518107;Outros;0;0;2;0;2
3518107;Pronto Atendimento;0;0;1;0;1
3518107;Unidade_Basica_Saude;0;0;3;0;3
3518107;Unidade_Saude_Mental;0;0;0;0;0
3518107;Unidade_Movel;0;0;0;0;0
3518107;Vigilancia_Saude;0;0;0;0;0
3518206;Clinica;0;0;0;2;2
3518206;Consultorio_Isolado;0;0;9;44;53
3518206;Diagnose e Terapia;0;0;0;8;8
3518206;Hospital;0;0;0;1;1
3518206;Outros;0;0;2;0;2
3518206;Pronto Atendimento;0;0;0;0;0
3518206;Unidade_Basica_Saude;0;0;6;0;6
3518206;Unidade_Saude_Mental;0;0;1;0;1
3518206;Unidade_Movel;0;0;0;0;0
3518206;Vigilancia_Saude;0;0;1;0;1
3518305;Clinica;0;0;0;2;2
3518305;Consultorio_Isolado;0;0;1;23;24
3518305;Diagnose e Terapia;0;0;0;4;4
3518305;Hospital;0;0;0;1;1
3518305;Outros;0;0;3;1;4
3518305;Pronto Atendimento;0;0;0;0;0
3518305;Unidade_Basica_Saude;0;0;5;0;5
3518305;Unidade_Saude_Mental;0;0;1;0;1
3518305;Unidade_Movel;0;0;3;0;3
3518305;Vigilancia_Saude;0;0;1;0;1
3518404;Clinica;0;0;5;40;45
3518404;Consultorio_Isolado;1;0;1;367;369
3518404;Diagnose e Terapia;0;0;2;22;24
3518404;Hospital;0;1;1;5;7
3518404;Outros;1;0;4;26;31
3518404;Pronto Atendimento;0;0;1;0;1
3518404;Unidade_Basica_Saude;0;0;17;0;17
3518404;Unidade_Saude_Mental;0;0;2;0;2
3518404;Unidade_Movel;0;0;5;1;6
3518404;Vigilancia_Saude;1;0;1;0;2
3518503;Clinica;0;0;1;0;1
3518503;Consultorio_Isolado;0;0;0;1;1
3518503;Diagnose e Terapia;0;0;0;3;3
3518503;Hospital;0;0;0;0;0
3518503;Outros;0;0;3;0;3
3518503;Pronto Atendimento;0;0;0;0;0
3518503;Unidade_Basica_Saude;2;0;4;0;6
3518503;Unidade_Saude_Mental;0;0;1;0;1
3518503;Unidade_Movel;0;0;2;0;2
3518503;Vigilancia_Saude;0;0;2;0;2
3518602;Clinica;0;0;3;9;12
3518602;Consultorio_Isolado;0;0;0;30;30
3518602;Diagnose e Terapia;0;0;1;3;4
3518602;Hospital;0;0;0;1;1
3518602;Outros;0;0;2;0;2
3518602;Pronto Atendimento;0;0;0;0;0
3518602;Unidade_Basica_Saude;0;0;6;0;6
3518602;Unidade_Saude_Mental;0;0;0;0;0
3518602;Unidade_Movel;0;0;1;0;1
3518602;Vigilancia_Saude;0;0;1;0;1
3518701;Clinica;0;0;8;47;55
3518701;Consultorio_Isolado;0;0;0;239;239
3518701;Diagnose e Terapia;0;0;2;47;49
3518701;Hospital;1;0;4;3;8
3518701;Outros;0;0;7;7;14
3518701;Pronto Atendimento;0;0;6;3;9
3518701;Unidade_Basica_Saude;0;0;25;0;25
3518701;Unidade_Saude_Mental;0;0;4;0;4
3518701;Unidade_Movel;0;0;12;0;12
3518701;Vigilancia_Saude;0;0;2;0;2
3518800;Clinica;3;0;22;279;304
